subID,acq_cond,post_cond,retention,rotated,num_correct,rt_correct,md_crt_time,focus,usability,aesthetics,endurability,novelty,involve,eng_total,sEBR,enc_SPN,fb_SPN,RewP_ave,RewP_ave_Windows,RewP_hit_ave_Windows,RewP_miss_ave_Windows,RewP_diff_Windows
F10,game,sterile,-1,-1,0,0,,2.43,1.5,1,1.4,2,2.67,1.83,32,3.710053165,0.43219375,12.44,-0.072879747,10.50644167,-1.967683582,12.47412525
F10,game,sterile,-1,1,3,1.732050808,4.1784,2.43,1.5,1,1.4,2,2.67,1.83,32,3.710053165,0.43219375,12.44,-0.072879747,10.50644167,-1.967683582,12.47412525
F11,game,game,1,-1,2,1.414213562,5.4141,3.71,3,2.4,2.2,4.33,4,3.27,30,-7.370304,2.322827273,5.06,-1.111103797,3.019746667,-2.079271875,5.099018542
F11,game,game,1,1,1,1,5.0802,3.71,3,2.4,2.2,4.33,4,3.27,30,-7.370304,2.322827273,5.06,-1.111103797,3.019746667,-2.079271875,5.099018542
F11,game,sterile,-1,-1,1,1,3.3102,3.71,3,2.4,2.2,4.33,4,3.27,30,-7.370304,2.322827273,5.06,-1.111103797,3.019746667,-2.079271875,5.099018542
F11,game,sterile,-1,1,1,1,3.21,3.71,3,2.4,2.2,4.33,4,3.27,30,-7.370304,2.322827273,5.06,-1.111103797,3.019746667,-2.079271875,5.099018542
F12,sterile,game,-1,-1,7,2.645751311,3.3602,4,1.63,3.2,2.6,3,3.67,3.02,20,-4.099547368,-14.64676795,6.62,-4.259168421,-0.339935484,-6.959084444,6.619148961
F12,sterile,game,-1,1,5,2.236067977,2.041,4,1.63,3.2,2.6,3,3.67,3.02,20,-4.099547368,-14.64676795,6.62,-4.259168421,-0.339935484,-6.959084444,6.619148961
F12,sterile,sterile,1,-1,7,2.645751311,1.4399,4,1.63,3.2,2.6,3,3.67,3.02,20,-4.099547368,-14.64676795,6.62,-4.259168421,-0.339935484,-6.959084444,6.619148961
F12,sterile,sterile,1,1,9,3,1.7738,4,1.63,3.2,2.6,3,3.67,3.02,20,-4.099547368,-14.64676795,6.62,-4.259168421,-0.339935484,-6.959084444,6.619148961
F13,sterile,game,-1,-1,3,1.732050808,3.6274,3.33,2.63,3.5,3,4,4,3.41,16,-1.183387179,-6.559501299,5.99,-1.600953846,1.61875,-4.3607,5.97945
F13,sterile,game,-1,1,3,1.732050808,2.1913,3.33,2.63,3.5,3,4,4,3.41,16,-1.183387179,-6.559501299,5.99,-1.600953846,1.61875,-4.3607,5.97945
F13,sterile,sterile,1,-1,6,2.449489743,1.7989,3.33,2.63,3.5,3,4,4,3.41,16,-1.183387179,-6.559501299,5.99,-1.600953846,1.61875,-4.3607,5.97945
F13,sterile,sterile,1,1,5,2.236067977,1.3731,3.33,2.63,3.5,3,4,4,3.41,16,-1.183387179,-6.559501299,5.99,-1.600953846,1.61875,-4.3607,5.97945
F14,game,game,1,-1,8,2.828427125,1.9993,4.14,3.88,4.8,5,4.67,5,4.58,17,-0.626650633,-12.29188378,3.61,-1.78223875,0.372796875,-3.218929167,3.591726042
F14,game,game,1,1,6,2.449489743,2.1663,4.14,3.88,4.8,5,4.67,5,4.58,17,-0.626650633,-12.29188378,3.61,-1.78223875,0.372796875,-3.218929167,3.591726042
F14,game,sterile,-1,-1,3,1.732050808,1.6737,4.14,3.88,4.8,5,4.67,5,4.58,17,-0.626650633,-12.29188378,3.61,-1.78223875,0.372796875,-3.218929167,3.591726042
F14,game,sterile,-1,1,4,2,1.34805,4.14,3.88,4.8,5,4.67,5,4.58,17,-0.626650633,-12.29188378,3.61,-1.78223875,0.372796875,-3.218929167,3.591726042
F15,sterile,game,-1,-1,8,2.828427125,2.2247,4,2.88,3.2,3,4,3.33,3.4,52,-3.34898375,-12.64816835,3.7,4.5151875,6.729609375,3.03890625,3.690703125
F15,sterile,game,-1,1,8,2.828427125,2.7292,4,2.88,3.2,3,4,3.33,3.4,52,-3.34898375,-12.64816835,3.7,4.5151875,6.729609375,3.03890625,3.690703125
F15,sterile,sterile,1,-1,7,2.645751311,2.1747,4,2.88,3.2,3,4,3.33,3.4,52,-3.34898375,-12.64816835,3.7,4.5151875,6.729609375,3.03890625,3.690703125
F15,sterile,sterile,1,1,8,2.828427125,2.4418,4,2.88,3.2,3,4,3.33,3.4,52,-3.34898375,-12.64816835,3.7,4.5151875,6.729609375,3.03890625,3.690703125
F16,game,game,1,-1,3,1.732050808,3.3602,3.86,2.25,3.6,2.6,3.33,3,3.11,28,-3.4752375,-1.54991875,-0.55,-0.15541519,-0.604053333,-0.050265625,-0.553787708
F16,game,game,1,1,2,1.414213562,4.7824,3.86,2.25,3.6,2.6,3.33,3,3.11,28,-3.4752375,-1.54991875,-0.55,-0.15541519,-0.604053333,-0.050265625,-0.553787708
F16,game,sterile,-1,-1,0,0,,3.86,2.25,3.6,2.6,3.33,3,3.11,28,-3.4752375,-1.54991875,-0.55,-0.15541519,-0.604053333,-0.050265625,-0.553787708
F16,game,sterile,-1,1,0,0,,3.86,2.25,3.6,2.6,3.33,3,3.11,28,-3.4752375,-1.54991875,-0.55,-0.15541519,-0.604053333,-0.050265625,-0.553787708
F17,game,game,1,-1,4,2,3.91955,4,2.88,4,2.8,4.67,4,3.72,79,-4.713535526,-7.73348875,15.65,-5.2566,7.3347,-8.302882258,15.63758226
F17,game,game,1,1,1,1,3.6107,4,2.88,4,2.8,4.67,4,3.72,79,-4.713535526,-7.73348875,15.65,-5.2566,7.3347,-8.302882258,15.63758226
F17,game,sterile,-1,-1,4,2,3.1265,4,2.88,4,2.8,4.67,4,3.72,79,-4.713535526,-7.73348875,15.65,-5.2566,7.3347,-8.302882258,15.63758226
F17,game,sterile,-1,1,3,1.732050808,3.3769,4,2.88,4,2.8,4.67,4,3.72,79,-4.713535526,-7.73348875,15.65,-5.2566,7.3347,-8.302882258,15.63758226
F18,sterile,game,-1,-1,5,2.236067977,3.5773,4,2.75,3.8,4,4,4,3.76,85,-2.172356962,-6.100703846,5.58,7.00170641,11.20148947,5.649233898,5.552255575
F18,sterile,game,-1,1,3,1.732050808,3.0931,4,2.75,3.8,4,4,4,3.76,85,-2.172356962,-6.100703846,5.58,7.00170641,11.20148947,5.649233898,5.552255575
F18,sterile,sterile,1,-1,3,1.732050808,2.2581,4,2.75,3.8,4,4,4,3.76,85,-2.172356962,-6.100703846,5.58,7.00170641,11.20148947,5.649233898,5.552255575
F18,sterile,sterile,1,1,3,1.732050808,2.2915,4,2.75,3.8,4,4,4,3.76,85,-2.172356962,-6.100703846,5.58,7.00170641,11.20148947,5.649233898,5.552255575
F19,game,game,1,-1,2,1.414213562,5.9902,3.29,1.88,3,1.8,4.33,4,3.05,60,-2.095563291,-10.53132625,-2.24,1.03286875,-0.836023529,1.537173016,-2.373196545
F19,game,game,1,1,2,1.414213562,7.1021,3.29,1.88,3,1.8,4.33,4,3.05,60,-2.095563291,-10.53132625,-2.24,1.03286875,-0.836023529,1.537173016,-2.373196545
F19,game,sterile,-1,-1,3,1.732050808,2.8426,3.29,1.88,3,1.8,4.33,4,3.05,60,-2.095563291,-10.53132625,-2.24,1.03286875,-0.836023529,1.537173016,-2.373196545
F19,game,sterile,-1,1,2,1.414213562,5.42255,3.29,1.88,3,1.8,4.33,4,3.05,60,-2.095563291,-10.53132625,-2.24,1.03286875,-0.836023529,1.537173016,-2.373196545
F20,sterile,game,-1,-1,15,3.872983346,1.5067,4.43,2.88,4.8,4,5,4.67,4.3,18,-3.0310975,-3.165289873,1.52,5.44409,5.92972037,4.435473077,1.494247293
F20,sterile,game,-1,1,14,3.741657387,1.2729,4.43,2.88,4.8,4,5,4.67,4.3,18,-3.0310975,-3.165289873,1.52,5.44409,5.92972037,4.435473077,1.494247293
F20,sterile,sterile,1,-1,14,3.741657387,1.3063,4.43,2.88,4.8,4,5,4.67,4.3,18,-3.0310975,-3.165289873,1.52,5.44409,5.92972037,4.435473077,1.494247293
F20,sterile,sterile,1,1,14,3.741657387,1.20615,4.43,2.88,4.8,4,5,4.67,4.3,18,-3.0310975,-3.165289873,1.52,5.44409,5.92972037,4.435473077,1.494247293
F21,sterile,game,-1,-1,6,2.449489743,4.7712,4,1.38,1.4,1.4,3,2,2.2,22,-4.787165385,-8.035425676,6,7.202817722,11.90507059,5.913490323,5.991580266
F21,sterile,game,-1,1,5,2.236067977,4.4122,4,1.38,1.4,1.4,3,2,2.2,22,-4.787165385,-8.035425676,6,7.202817722,11.90507059,5.913490323,5.991580266
F21,sterile,sterile,1,-1,6,2.449489743,4.95485,4,1.38,1.4,1.4,3,2,2.2,22,-4.787165385,-8.035425676,6,7.202817722,11.90507059,5.913490323,5.991580266
F21,sterile,sterile,1,1,1,1,12.4942,4,1.38,1.4,1.4,3,2,2.2,22,-4.787165385,-8.035425676,6,7.202817722,11.90507059,5.913490323,5.991580266
F22,sterile,game,-1,-1,15,3.872983346,1.6236,3.71,3.88,3.4,3.4,4,4,3.73,45,-2.318326582,-11.20208209,-4.02,0.32736125,-0.679475,3.34787,-4.027345
F22,sterile,game,-1,1,12,3.464101615,1.6069,3.71,3.88,3.4,3.4,4,4,3.73,45,-2.318326582,-11.20208209,-4.02,0.32736125,-0.679475,3.34787,-4.027345
F22,sterile,sterile,1,-1,15,3.872983346,1.3397,3.71,3.88,3.4,3.4,4,4,3.73,45,-2.318326582,-11.20208209,-4.02,0.32736125,-0.679475,3.34787,-4.027345
F22,sterile,sterile,1,1,12,3.464101615,1.19715,3.71,3.88,3.4,3.4,4,4,3.73,45,-2.318326582,-11.20208209,-4.02,0.32736125,-0.679475,3.34787,-4.027345
F23,game,game,1,-1,6,2.449489743,2.4752,4.83,3,5,3.4,4.67,4.67,4.26,42,-2.13899,-2.9339275,3.85,4.97387375,7.987070588,4.160788889,3.826281699
F23,game,game,1,1,4,2,4.29535,4.83,3,5,3.4,4.67,4.67,4.26,42,-2.13899,-2.9339275,3.85,4.97387375,7.987070588,4.160788889,3.826281699
F23,game,sterile,-1,-1,3,1.732050808,1.0892,4.83,3,5,3.4,4.67,4.67,4.26,42,-2.13899,-2.9339275,3.85,4.97387375,7.987070588,4.160788889,3.826281699
F23,game,sterile,-1,1,2,1.414213562,1.3397,4.83,3,5,3.4,4.67,4.67,4.26,42,-2.13899,-2.9339275,3.85,4.97387375,7.987070588,4.160788889,3.826281699
F24,game,game,1,-1,10,3.16227766,3.7276,3.29,2.5,4,2.8,3.67,4,3.38,37,4.3536575,-5.95187875,1.66,2.49547625,4.939325,2.064208824,2.875116176
F24,game,game,1,1,8,2.828427125,3.8612,3.29,2.5,4,2.8,3.67,4,3.38,37,4.3536575,-5.95187875,1.66,2.49547625,4.939325,2.064208824,2.875116176
F24,game,sterile,-1,-1,1,1,3.7109,3.29,2.5,4,2.8,3.67,4,3.38,37,4.3536575,-5.95187875,1.66,2.49547625,4.939325,2.064208824,2.875116176
F24,game,sterile,-1,1,4,2,3.06795,3.29,2.5,4,2.8,3.67,4,3.38,37,4.3536575,-5.95187875,1.66,2.49547625,4.939325,2.064208824,2.875116176
F25,sterile,game,-1,-1,9,3,1.7572,4.43,2.88,4.2,2.8,4.33,3.67,3.72,70,-3.6672375,-3.13957125,7.27,-2.6747875,1.223767568,-6.02935814,7.253125707
F25,sterile,game,-1,1,7,2.645751311,1.1894,4.43,2.88,4.2,2.8,4.33,3.67,3.72,70,-3.6672375,-3.13957125,7.27,-2.6747875,1.223767568,-6.02935814,7.253125707
F25,sterile,sterile,1,-1,7,2.645751311,1.4065,4.43,2.88,4.2,2.8,4.33,3.67,3.72,70,-3.6672375,-3.13957125,7.27,-2.6747875,1.223767568,-6.02935814,7.253125707
F25,sterile,sterile,1,1,6,2.449489743,2.4919,4.43,2.88,4.2,2.8,4.33,3.67,3.72,70,-3.6672375,-3.13957125,7.27,-2.6747875,1.223767568,-6.02935814,7.253125707
F26,game,game,1,-1,0,0,,3.29,2.75,3.6,3.4,4,4.33,3.56,58,-2.585688462,-4.861612658,2.11,3.22574359,4.894026667,2.828533333,2.065493333
F26,game,game,1,1,1,1,2.5587,3.29,2.75,3.6,3.4,4,4.33,3.56,58,-2.585688462,-4.861612658,2.11,3.22574359,4.894026667,2.828533333,2.065493333
F26,game,sterile,-1,-1,2,1.414213562,2.2331,3.29,2.75,3.6,3.4,4,4.33,3.56,58,-2.585688462,-4.861612658,2.11,3.22574359,4.894026667,2.828533333,2.065493333
F26,game,sterile,-1,1,3,1.732050808,2.1412,3.29,2.75,3.6,3.4,4,4.33,3.56,58,-2.585688462,-4.861612658,2.11,3.22574359,4.894026667,2.828533333,2.065493333
F27,sterile,game,-1,-1,7,2.645751311,2.0243,4,3.88,3.8,3.8,3.67,4,3.86,16,-2.896522785,-4.0402225,0.18,-0.87313375,-0.802776596,-0.973339394,0.170562798
F27,sterile,game,-1,1,6,2.449489743,2.901,4,3.88,3.8,3.8,3.67,4,3.86,16,-2.896522785,-4.0402225,0.18,-0.87313375,-0.802776596,-0.973339394,0.170562798
F27,sterile,sterile,1,-1,6,2.449489743,2.06605,4,3.88,3.8,3.8,3.67,4,3.86,16,-2.896522785,-4.0402225,0.18,-0.87313375,-0.802776596,-0.973339394,0.170562798
F27,sterile,sterile,1,1,6,2.449489743,1.7488,4,3.88,3.8,3.8,3.67,4,3.86,16,-2.896522785,-4.0402225,0.18,-0.87313375,-0.802776596,-0.973339394,0.170562798
F28,game,game,1,-1,2,1.414213562,1.7238,4.29,2.75,3.6,4.4,4.33,4.33,3.95,52,2.058891026,-10.53384304,11.39,9.531889873,17.61525652,6.211935714,11.40332081
F28,game,game,1,1,6,2.449489743,1.4733,4.29,2.75,3.6,4.4,4.33,4.33,3.95,52,2.058891026,-10.53384304,11.39,9.531889873,17.61525652,6.211935714,11.40332081
F28,game,sterile,-1,-1,1,1,2.47515,4.29,2.75,3.6,4.4,4.33,4.33,3.95,52,2.058891026,-10.53384304,11.39,9.531889873,17.61525652,6.211935714,11.40332081
F28,game,sterile,-1,1,3,1.732050808,2.5086,4.29,2.75,3.6,4.4,4.33,4.33,3.95,52,2.058891026,-10.53384304,11.39,9.531889873,17.61525652,6.211935714,11.40332081
F29,sterile,game,-1,-1,4,2,2.6422,3.86,2.88,3.6,3.2,4,2.33,3.31,19,-2.90872973,-5.60842,3.98,5.568744872,8.396459091,4.457857143,3.938601948
F29,sterile,game,-1,1,4,2,2.0995,3.86,2.88,3.6,3.2,4,2.33,3.31,19,-2.90872973,-5.60842,3.98,5.568744872,8.396459091,4.457857143,3.938601948
F29,sterile,sterile,1,-1,3,1.732050808,1.4733,3.86,2.88,3.6,3.2,4,2.33,3.31,19,-2.90872973,-5.60842,3.98,5.568744872,8.396459091,4.457857143,3.938601948
F29,sterile,sterile,1,1,2,1.414213562,1.6987,3.86,2.88,3.6,3.2,4,2.33,3.31,19,-2.90872973,-5.60842,3.98,5.568744872,8.396459091,4.457857143,3.938601948
F30,sterile,game,-1,-1,13,3.605551275,1.6903,4.43,4.13,4,3.8,4.33,4.33,4.17,58,-2.150135,-12.93641125,1.56,4.106645,4.406071875,2.9089375,1.497134375
F30,sterile,game,-1,1,12,3.464101615,1.5401,4.43,4.13,4,3.8,4.33,4.33,4.17,58,-2.150135,-12.93641125,1.56,4.106645,4.406071875,2.9089375,1.497134375
F30,sterile,sterile,1,-1,12,3.464101615,2.1412,4.43,4.13,4,3.8,4.33,4.33,4.17,58,-2.150135,-12.93641125,1.56,4.106645,4.406071875,2.9089375,1.497134375
